acRate,difficulty,freqBar,frontendQuestionId,isFavor,paidOnly,status,title,titleSlug,topicTags,hasSolution,hasVideoSolution
36.76271635886295,Medium,,33,False,False,,Search in Rotated Sorted Array,search-in-rotated-sorted-array,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Binary Search', 'id': 'VG9waWNUYWdOb2RlOjEx', 'slug': 'binary-search'}]",True,False
38.561767842685065,Medium,,34,False,False,,Find First and Last Position of Element in Sorted Array,find-first-and-last-position-of-element-in-sorted-array,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Binary Search', 'id': 'VG9waWNUYWdOb2RlOjEx', 'slug': 'binary-search'}]",True,False
42.6322478324357,Easy,,35,False,False,,Search Insert Position,search-insert-position,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Binary Search', 'id': 'VG9waWNUYWdOb2RlOjEx', 'slug': 'binary-search'}]",True,False
52.71233163182859,Medium,,36,False,False,,Valid Sudoku,valid-sudoku,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Hash Table', 'id': 'VG9waWNUYWdOb2RlOjY=', 'slug': 'hash-table'}, {'name': 'Matrix', 'id': 'VG9waWNUYWdOb2RlOjYxMDUz', 'slug': 'matrix'}]",True,False
50.61657188547197,Hard,,37,False,False,,Sudoku Solver,sudoku-solver,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Backtracking', 'id': 'VG9waWNUYWdOb2RlOjE0', 'slug': 'backtracking'}, {'name': 'Matrix', 'id': 'VG9waWNUYWdOb2RlOjYxMDUz', 'slug': 'matrix'}]",True,False
47.251539919193775,Medium,,38,False,False,,Count and Say,count-and-say,"[{'name': 'String', 'id': 'VG9waWNUYWdOb2RlOjEw', 'slug': 'string'}]",False,False
61.71821766894398,Medium,,39,False,False,,Combination Sum,combination-sum,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Backtracking', 'id': 'VG9waWNUYWdOb2RlOjE0', 'slug': 'backtracking'}]",True,False
51.319023206444925,Medium,,40,False,False,,Combination Sum II,combination-sum-ii,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Backtracking', 'id': 'VG9waWNUYWdOb2RlOjE0', 'slug': 'backtracking'}]",True,False
34.91427462202288,Hard,,41,False,False,,First Missing Positive,first-missing-positive,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Hash Table', 'id': 'VG9waWNUYWdOb2RlOjY=', 'slug': 'hash-table'}]",True,False
53.37788338892794,Hard,,42,False,False,,Trapping Rain Water,trapping-rain-water,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Two Pointers', 'id': 'VG9waWNUYWdOb2RlOjk=', 'slug': 'two-pointers'}, {'name': 'Dynamic Programming', 'id': 'VG9waWNUYWdOb2RlOjEz', 'slug': 'dynamic-programming'}, {'name': 'Stack', 'id': 'VG9waWNUYWdOb2RlOjE1', 'slug': 'stack'}, {'name': 'Monotonic Stack', 'id': 'VG9waWNUYWdOb2RlOjYxMDU0', 'slug': 'monotonic-stack'}]",True,False
35.866678128963244,Medium,,43,False,False,,Multiply Strings,multiply-strings,"[{'name': 'Math', 'id': 'VG9waWNUYWdOb2RlOjg=', 'slug': 'math'}, {'name': 'String', 'id': 'VG9waWNUYWdOb2RlOjEw', 'slug': 'string'}, {'name': 'Simulation', 'id': 'VG9waWNUYWdOb2RlOjYxMDU1', 'slug': 'simulation'}]",False,False
25.96643503012746,Hard,,44,False,False,,Wildcard Matching,wildcard-matching,"[{'name': 'String', 'id': 'VG9waWNUYWdOb2RlOjEw', 'slug': 'string'}, {'name': 'Dynamic Programming', 'id': 'VG9waWNUYWdOb2RlOjEz', 'slug': 'dynamic-programming'}, {'name': 'Greedy', 'id': 'VG9waWNUYWdOb2RlOjE3', 'slug': 'greedy'}, {'name': 'Recursion', 'id': 'VG9waWNUYWdOb2RlOjMx', 'slug': 'recursion'}]",True,False
34.20303231543284,Medium,,45,False,False,,Jump Game II,jump-game-ii,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Dynamic Programming', 'id': 'VG9waWNUYWdOb2RlOjEz', 'slug': 'dynamic-programming'}, {'name': 'Greedy', 'id': 'VG9waWNUYWdOb2RlOjE3', 'slug': 'greedy'}]",True,False
69.08442448083377,Medium,,46,False,False,,Permutations,permutations,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Backtracking', 'id': 'VG9waWNUYWdOb2RlOjE0', 'slug': 'backtracking'}]",True,False
51.44264283559298,Medium,,47,False,False,,Permutations II,permutations-ii,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Backtracking', 'id': 'VG9waWNUYWdOb2RlOjE0', 'slug': 'backtracking'}]",True,False
63.213413091340286,Medium,,48,False,False,,Rotate Image,rotate-image,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Math', 'id': 'VG9waWNUYWdOb2RlOjg=', 'slug': 'math'}, {'name': 'Matrix', 'id': 'VG9waWNUYWdOb2RlOjYxMDUz', 'slug': 'matrix'}]",True,False
61.68215877139856,Medium,,49,False,False,,Group Anagrams,group-anagrams,"[{'name': 'Hash Table', 'id': 'VG9waWNUYWdOb2RlOjY=', 'slug': 'hash-table'}, {'name': 'String', 'id': 'VG9waWNUYWdOb2RlOjEw', 'slug': 'string'}, {'name': 'Sorting', 'id': 'VG9waWNUYWdOb2RlOjYxMDQ5', 'slug': 'sorting'}]",True,True
31.456380276673496,Medium,,50,False,False,,"Pow(x, n)",powx-n,"[{'name': 'Math', 'id': 'VG9waWNUYWdOb2RlOjg=', 'slug': 'math'}, {'name': 'Recursion', 'id': 'VG9waWNUYWdOb2RlOjMx', 'slug': 'recursion'}]",True,False
53.77771837874349,Hard,,51,False,False,,N-Queens,n-queens,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Backtracking', 'id': 'VG9waWNUYWdOb2RlOjE0', 'slug': 'backtracking'}]",True,False
63.69763366061944,Hard,,52,False,False,,N-Queens II,n-queens-ii,"[{'name': 'Backtracking', 'id': 'VG9waWNUYWdOb2RlOjE0', 'slug': 'backtracking'}]",True,False
48.45837282879862,Easy,,53,False,False,,Maximum Subarray,maximum-subarray,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Divide and Conquer', 'id': 'VG9waWNUYWdOb2RlOjEy', 'slug': 'divide-and-conquer'}, {'name': 'Dynamic Programming', 'id': 'VG9waWNUYWdOb2RlOjEz', 'slug': 'dynamic-programming'}]",True,False
38.24866574421822,Medium,,54,False,False,,Spiral Matrix,spiral-matrix,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Matrix', 'id': 'VG9waWNUYWdOb2RlOjYxMDUz', 'slug': 'matrix'}, {'name': 'Simulation', 'id': 'VG9waWNUYWdOb2RlOjYxMDU1', 'slug': 'simulation'}]",True,False
36.11785291528971,Medium,,55,False,False,,Jump Game,jump-game,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Dynamic Programming', 'id': 'VG9waWNUYWdOb2RlOjEz', 'slug': 'dynamic-programming'}, {'name': 'Greedy', 'id': 'VG9waWNUYWdOb2RlOjE3', 'slug': 'greedy'}]",True,False
42.66001725159627,Medium,,56,False,False,,Merge Intervals,merge-intervals,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Sorting', 'id': 'VG9waWNUYWdOb2RlOjYxMDQ5', 'slug': 'sorting'}]",True,True
36.288068851621134,Medium,,57,False,False,,Insert Interval,insert-interval,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}]",True,False
34.21465264468163,Easy,,58,False,False,,Length of Last Word,length-of-last-word,"[{'name': 'String', 'id': 'VG9waWNUYWdOb2RlOjEw', 'slug': 'string'}]",True,False
59.65399259791783,Medium,,59,False,False,,Spiral Matrix II,spiral-matrix-ii,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Matrix', 'id': 'VG9waWNUYWdOb2RlOjYxMDUz', 'slug': 'matrix'}, {'name': 'Simulation', 'id': 'VG9waWNUYWdOb2RlOjYxMDU1', 'slug': 'simulation'}]",True,False
40.62812315569994,Hard,,60,False,False,,Permutation Sequence,permutation-sequence,"[{'name': 'Math', 'id': 'VG9waWNUYWdOb2RlOjg=', 'slug': 'math'}, {'name': 'Recursion', 'id': 'VG9waWNUYWdOb2RlOjMx', 'slug': 'recursion'}]",True,False
32.75350470473276,Medium,,61,False,False,,Rotate List,rotate-list,"[{'name': 'Linked List', 'id': 'VG9waWNUYWdOb2RlOjc=', 'slug': 'linked-list'}, {'name': 'Two Pointers', 'id': 'VG9waWNUYWdOb2RlOjk=', 'slug': 'two-pointers'}]",True,False
57.55581647820415,Medium,,62,False,False,,Unique Paths,unique-paths,"[{'name': 'Math', 'id': 'VG9waWNUYWdOb2RlOjg=', 'slug': 'math'}, {'name': 'Dynamic Programming', 'id': 'VG9waWNUYWdOb2RlOjEz', 'slug': 'dynamic-programming'}, {'name': 'Combinatorics', 'id': 'VG9waWNUYWdOb2RlOjYxMDU2', 'slug': 'combinatorics'}]",True,False
36.356647201167064,Medium,,63,False,False,,Unique Paths II,unique-paths-ii,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Dynamic Programming', 'id': 'VG9waWNUYWdOb2RlOjEz', 'slug': 'dynamic-programming'}, {'name': 'Matrix', 'id': 'VG9waWNUYWdOb2RlOjYxMDUz', 'slug': 'matrix'}]",True,False
57.611344548091544,Medium,,64,False,False,,Minimum Path Sum,minimum-path-sum,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Dynamic Programming', 'id': 'VG9waWNUYWdOb2RlOjEz', 'slug': 'dynamic-programming'}, {'name': 'Matrix', 'id': 'VG9waWNUYWdOb2RlOjYxMDUz', 'slug': 'matrix'}]",True,False
16.979231848695,Hard,,65,False,False,,Valid Number,valid-number,"[{'name': 'String', 'id': 'VG9waWNUYWdOb2RlOjEw', 'slug': 'string'}]",True,False
41.92953571133366,Easy,,66,False,False,,Plus One,plus-one,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Math', 'id': 'VG9waWNUYWdOb2RlOjg=', 'slug': 'math'}]",True,False
48.456608965557976,Easy,,67,False,False,,Add Binary,add-binary,"[{'name': 'Math', 'id': 'VG9waWNUYWdOb2RlOjg=', 'slug': 'math'}, {'name': 'String', 'id': 'VG9waWNUYWdOb2RlOjEw', 'slug': 'string'}, {'name': 'Bit Manipulation', 'id': 'VG9waWNUYWdOb2RlOjE5', 'slug': 'bit-manipulation'}, {'name': 'Simulation', 'id': 'VG9waWNUYWdOb2RlOjYxMDU1', 'slug': 'simulation'}]",True,False
32.084316125757624,Hard,,68,False,False,,Text Justification,text-justification,"[{'name': 'String', 'id': 'VG9waWNUYWdOb2RlOjEw', 'slug': 'string'}, {'name': 'Simulation', 'id': 'VG9waWNUYWdOb2RlOjYxMDU1', 'slug': 'simulation'}]",False,False
35.894867024594014,Easy,,69,False,False,,Sqrt(x),sqrtx,"[{'name': 'Math', 'id': 'VG9waWNUYWdOb2RlOjg=', 'slug': 'math'}, {'name': 'Binary Search', 'id': 'VG9waWNUYWdOb2RlOjEx', 'slug': 'binary-search'}]",True,False
49.339624381425004,Easy,,70,False,False,,Climbing Stairs,climbing-stairs,"[{'name': 'Math', 'id': 'VG9waWNUYWdOb2RlOjg=', 'slug': 'math'}, {'name': 'Dynamic Programming', 'id': 'VG9waWNUYWdOb2RlOjEz', 'slug': 'dynamic-programming'}, {'name': 'Memoization', 'id': 'VG9waWNUYWdOb2RlOjMz', 'slug': 'memoization'}]",True,False
35.853675571439226,Medium,,71,False,False,,Simplify Path,simplify-path,"[{'name': 'String', 'id': 'VG9waWNUYWdOb2RlOjEw', 'slug': 'string'}, {'name': 'Stack', 'id': 'VG9waWNUYWdOb2RlOjE1', 'slug': 'stack'}]",True,False
48.60923804151428,Hard,,72,False,False,,Edit Distance,edit-distance,"[{'name': 'String', 'id': 'VG9waWNUYWdOb2RlOjEw', 'slug': 'string'}, {'name': 'Dynamic Programming', 'id': 'VG9waWNUYWdOb2RlOjEz', 'slug': 'dynamic-programming'}]",True,False
46.31363481293355,Medium,,73,False,False,,Set Matrix Zeroes,set-matrix-zeroes,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Hash Table', 'id': 'VG9waWNUYWdOb2RlOjY=', 'slug': 'hash-table'}, {'name': 'Matrix', 'id': 'VG9waWNUYWdOb2RlOjYxMDUz', 'slug': 'matrix'}]",True,False
39.805877540314015,Medium,,74,False,False,,Search a 2D Matrix,search-a-2d-matrix,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Binary Search', 'id': 'VG9waWNUYWdOb2RlOjEx', 'slug': 'binary-search'}, {'name': 'Matrix', 'id': 'VG9waWNUYWdOb2RlOjYxMDUz', 'slug': 'matrix'}]",True,False
51.624392203676216,Medium,,75,False,False,,Sort Colors,sort-colors,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Two Pointers', 'id': 'VG9waWNUYWdOb2RlOjk=', 'slug': 'two-pointers'}, {'name': 'Sorting', 'id': 'VG9waWNUYWdOb2RlOjYxMDQ5', 'slug': 'sorting'}]",True,False
37.49845779541237,Hard,,76,False,False,,Minimum Window Substring,minimum-window-substring,"[{'name': 'Hash Table', 'id': 'VG9waWNUYWdOb2RlOjY=', 'slug': 'hash-table'}, {'name': 'String', 'id': 'VG9waWNUYWdOb2RlOjEw', 'slug': 'string'}, {'name': 'Sliding Window', 'id': 'VG9waWNUYWdOb2RlOjU1ODIx', 'slug': 'sliding-window'}]",True,False
60.072131673740145,Medium,,77,False,False,,Combinations,combinations,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Backtracking', 'id': 'VG9waWNUYWdOb2RlOjE0', 'slug': 'backtracking'}]",True,False
67.6748235140091,Medium,,78,False,False,,Subsets,subsets,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Backtracking', 'id': 'VG9waWNUYWdOb2RlOjE0', 'slug': 'backtracking'}, {'name': 'Bit Manipulation', 'id': 'VG9waWNUYWdOb2RlOjE5', 'slug': 'bit-manipulation'}]",True,False
38.306251830849405,Medium,,79,False,False,,Word Search,word-search,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Backtracking', 'id': 'VG9waWNUYWdOb2RlOjE0', 'slug': 'backtracking'}, {'name': 'Matrix', 'id': 'VG9waWNUYWdOb2RlOjYxMDUz', 'slug': 'matrix'}]",True,False
47.43312640166412,Medium,,80,False,False,,Remove Duplicates from Sorted Array II,remove-duplicates-from-sorted-array-ii,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Two Pointers', 'id': 'VG9waWNUYWdOb2RlOjk=', 'slug': 'two-pointers'}]",True,False
34.07949631163346,Medium,,81,False,False,,Search in Rotated Sorted Array II,search-in-rotated-sorted-array-ii,"[{'name': 'Array', 'id': 'VG9waWNUYWdOb2RlOjU=', 'slug': 'array'}, {'name': 'Binary Search', 'id': 'VG9waWNUYWdOb2RlOjEx', 'slug': 'binary-search'}]",True,False
40.6290990748145,Medium,,82,False,False,,Remove Duplicates from Sorted List II,remove-duplicates-from-sorted-list-ii,"[{'name': 'Linked List', 'id': 'VG9waWNUYWdOb2RlOjc=', 'slug': 'linked-list'}, {'name': 'Two Pointers', 'id': 'VG9waWNUYWdOb2RlOjk=', 'slug': 'two-pointers'}]",True,False
47.422660442051026,Easy,,83,False,False,,Remove Duplicates from Sorted List,remove-duplicates-from-sorted-list,"[{'name': 'Linked List', 'id': 'VG9waWNUYWdOb2RlOjc=', 'slug': 'linked-list'}]",True,False
